FI Utilities Corp,MaturityDate,OfferingDate,State RegionFromPrimaryAddress,SeniorityLevel,CouponRate,CouponatOffer,OfferingAmount,Rating
IQT14340665,5/1/2034,4/21/2004,MO,Senior Secured,6,6,100,A
IQT14343935,8/1/2008,4/26/2004,LA,Senior Secured,3.875,3.875,30,BBB
IQT14343936,8/1/2013,4/26/2004,LA,Senior Secured,5.25,5.25,70,BBB
IQT14341327,5/1/2034,5/3/2004,IA,Senior Unsecured,6.3,6.3,100,BBB+
IQT14341808,5/15/2006,5/10/2004,PA,Senior Unsecured,2.65,2.65,5,A+
IQT14341809,5/15/2007,5/10/2004,PA,Senior Unsecured,3.461,3.461,12,A+
IQT14341697,5/15/2014,5/10/2004,PA,Senior Secured,5.7,5.7,200,BBB
IQT14341810,5/15/2015,5/10/2004,PA,Senior Unsecured,5.08,5.08,20,A+
IQT14341811,5/10/2017,5/10/2004,PA,Senior Unsecured,5.17,5.17,7,A+
IQT14341812,5/15/2019,5/10/2004,PA,Senior Unsecured,5.751,5.751,15,A+
IQT14341813,5/15/2019,5/10/2004,PA,Senior Unsecured,5.751,5.751,5,A+
IQT14341814,5/10/2027,5/10/2004,PA,Senior Unsecured,6.06,6.06,15,A+
IQT14341815,5/15/2027,5/10/2004,PA,Senior Unsecured,6.06,6.06,5,A+
IQT14341816,5/15/2028,5/10/2004,PA,Senior Unsecured,5.98,5.98,3,A+
IQT14344968,8/15/2013,5/14/2004,NV,Senior Secured,9,9,349.91,BB
IQT14342236,5/15/2009,5/18/2004,CA,Senior Unsecured,4.75,4.75,300,BBB+
IQT14343115,6/15/2009,6/2/2004,OH,Senior Unsecured,4.7,4.7,50,BBB
IQT14343121,6/15/2014,6/2/2004,WV,Senior Secured,6.7,6.7,120,BB-
IQT32252119,6/15/2009,6/7/2004,OH,Senior Unsecured,5.647,5.647,0,BBB-
IQT32239293,2/16/2009,6/8/2004,MO,Senior Unsecured,4.25,4.25,150,BBB
IQT14345435,3/1/2009,6/8/2004,PA,Senior Unsecured,4.33,4.33,201,BBB-
IQT14343774,6/15/2009,6/14/2004,NY,Senior Unsecured,4.7,4.7,275,A
IQT32237403,11/1/2014,6/23/2004,CA,Senior Unsecured,4.213,4.213,81.5,BBB+
IQT14344213,6/30/2014,6/24/2004,AZ,Senior Unsecured,5.8,5.8,300,BBB
IQT14346038,12/15/2013,7/1/2004,OH,Senior Unsecured,5.65,5.65,300,BB+
IQT14344742,8/1/2014,7/8/2004,MI,Senior Secured,5.4,5.4,200,BBB+
IQT14344981,7/15/2014,7/15/2004,NH,Senior Secured,5.25,5.25,50,BBB+
IQT14345649,8/1/2015,7/28/2004,NJ,Senior Unsecured,5.387,5.387,10,BBB+
IQT14345647,8/1/2016,7/28/2004,NJ,Senior Unsecured,5.437,5.437,10,BBB+
IQT14345644,8/1/2019,7/28/2004,NJ,Senior Unsecured,5.587,5.587,10,BBB+
IQT14345642,8/1/2034,7/28/2004,NJ,Senior Unsecured,6.213,6.213,10,BBB+
IQT14345840,8/1/2034,8/4/2004,OK,Senior Unsecured,6.5,6.5,140,BBB+
IQT14346162,8/15/2009,8/11/2004,MI,Senior Secured,4.4,4.4,150,BB
IQT14346164,2/15/2012,8/11/2004,MI,Senior Secured,5,5,300,BB
IQT14346165,8/15/2016,8/11/2004,MI,Senior Secured,5.5,5.5,350,BB
IQT14346123,8/15/2034,8/11/2004,ID,Senior Secured,5.875,5.875,55,A-
IQT14346193,8/15/2009,8/12/2004,GA,Senior Unsecured,4.1,4.1,125,A
IQT14346466,8/15/2014,8/16/2004,NJ,Senior Secured,5,5,250,BBB
IQT14346525,8/15/2014,8/19/2004,OR,Senior Secured,4.95,4.95,200,A-
IQT14346524,8/15/2034,8/19/2004,OR,Senior Secured,5.9,5.9,200,A-
IQT32246283,8/15/2034,8/19/2004,OR,Senior Secured,5.9,5.9,14,A-
IQT14348884,8/1/2010,8/26/2004,MI,Senior Unsecured,7.75,7.75,299.9,B+
IQT14349117,4/15/2012,9/2/2004,NV,Senior Secured,6.5,6.5,130,BB
IQT14349056,4/15/2012,9/2/2004,NV,Senior Secured,6.25,6.25,100,BB
IQT14349336,3/15/2014,9/2/2004,NV,Senior Unsecured,8.625,8.625,335,B-
IQT14347594,9/15/2014,9/13/2004,CT,Senior Secured,4.8,4.8,150,A-
IQT14347583,10/1/2014,9/13/2004,FL,Senior Unsecured,4.9,4.9,75,A
IQT14347595,9/15/2034,9/13/2004,CT,Senior Secured,5.75,5.75,130,A-
IQT14348117,9/15/2034,9/20/2004,MA,Senior Unsecured,5.9,5.9,50,BBB+
IQT44357531,10/1/2034,9/22/2004,GA,Senior Unsecured,6,6,250,A
IQT14348278,10/1/2019,9/27/2004,MI,Senior Unsecured,5,5,120,BBB+
IQT14349042,10/1/2014,9/28/2004,IA,Senior Unsecured,4.65,4.65,350,A-
IQT25957129,10/1/2034,9/30/2004,LA,Senior Secured,6.4,6.4,70,BBB
IQT14350068,4/1/2014,10/1/2004,OH,Senior Unsecured,4.875,4.875,250,BBB-
IQT14350064,5/1/2016,10/1/2004,OH,Senior Unsecured,5.625,5.625,300,BBB+
IQT32243757,5/1/2016,10/1/2004,OH,Senior Unsecured,5.625,5.625,5.2,BBB-
IQT14348687,11/1/2034,10/5/2004,AR,Senior Secured,6.38,6.38,60,BBB
IQT25957130,11/1/2014,10/12/2004,LA,Senior Secured,5.09,5.09,115,BBB
IQT32245458,10/15/2017,10/15/2004,VA,Senior Unsecured,7.25,7.25,105.8,BBB-
IQT14349284,10/15/2009,10/18/2004,TX,Senior Unsecured,4,4,400,BBB
IQT14349287,10/15/2014,10/18/2004,TX,Senior Unsecured,4.95,4.95,500,BBB
IQT44417573,10/15/2034,10/18/2004,TX,Senior Unsecured,5.95,5.95,200,BBB
IQT14349543,11/1/2011,10/22/2004,LA,Senior Secured,4.875,4.875,200,BBB
IQT14351236,10/15/2017,10/22/2004,VA,Senior Unsecured,7.25,7.25,105.8,A-
IQT14349600,11/1/2014,10/25/2004,SD,Senior Secured,5.875,5.875,225,BB
IQT14349759,11/1/2006,10/27/2004,IN,Senior Unsecured,3.628,3.628,80.623,BBB
IQT14349864,11/4/2019,10/29/2004,NY,Senior Unsecured,5.05,5.05,27,A
IQT14350033,11/5/2014,11/2/2004,NY,Senior Unsecured,4.8,4.8,7,A
IQT14350395,12/1/2014,11/8/2004,LA,Senior Secured,5.6,5.6,50,BBB
IQT14350440,11/15/2007,11/9/2004,AL,Senior Unsecured,3.5,3.5,300,A
IQT14350469,11/15/2014,11/9/2004,OK,Senior Unsecured,5,5,100,BBB
IQT14350468,1/15/2015,11/9/2004,NV,Senior Secured,5.875,5.875,250,B+
IQT14352470,11/15/2006,11/10/2004,VA,Senior Unsecured,3.66,3.66,412.305,BBB+
IQT14351031,2/16/2007,11/10/2004,FL,Not Ranked,4.086,4.086,553.675,A
IQT14350560,11/15/2014,11/10/2004,OH,Senior Unsecured,5.05,5.05,175,BBB
IQT14350772,11/15/2014,11/15/2004,MD,Senior Secured,5.35,5.35,175,B+
IQT14350775,12/1/2014,11/15/2004,VA,Senior Unsecured,5,5,400,BBB+
IQT14350786,11/15/2014,11/16/2004,DE,Senior Unsecured,5,5,100,BBB+
IQT14351033,12/1/2019,11/18/2004,WA,Senior Secured,5.45,5.45,90,BB+
IQT32243732,12/1/2019,11/18/2004,WA,Senior Secured,5.45,5.45,5,BB+
IQT14351758,12/15/2014,12/6/2004,OH,Senior Unsecured,5,5,40,BBB+
IQT14351964,3/15/2015,12/8/2004,MI,Senior Secured,5,5,225,BBB-
IQT14352261,1/15/2015,12/15/2004,GA,Senior Unsecured,4.95,4.95,200,A
IQT14353218,1/15/2016,1/11/2005,CA,Senior Secured,5,5,400,BBB
IQT44341516,1/15/2020,1/11/2005,AL,Senior Unsecured,5.2,5.2,40,A-
IQT14353281,1/15/2035,1/11/2005,AL,Senior Unsecured,5.7,5.7,40,A-
IQT14353219,1/15/2036,1/11/2005,CA,Senior Secured,5.55,5.55,250,BBB
IQT14353360,2/1/2012,1/13/2005,MI,Senior Unsecured,6.3,6.3,150,BB
IQT14353361,2/15/2017,1/13/2005,MI,Senior Secured,5.15,5.15,250,BB
IQT32248013,2/15/2017,1/13/2005,MI,Senior Secured,5.15,5.15,6,BB
IQT14353363,2/1/2025,1/13/2005,AR,Senior Secured,5.66,5.66,175,BBB
IQT44352154,2/1/2015,1/18/2005,OH,Senior Unsecured,4.95,4.95,200,BBB
IQT14355092,6/15/2014,1/21/2005,WV,Senior Secured,6.7,6.7,120,BB+
IQT14354226,2/15/2015,2/2/2005,MI,Senior Secured,4.8,4.8,200,BBB
IQT14354227,2/15/2035,2/2/2005,MI,Senior Secured,5.45,5.45,200,BBB
IQT14354328,3/1/2035,2/3/2005,LA,Senior Secured,6.18,6.18,85,BBB
IQT14355049,5/17/2007,2/14/2005,CA,Senior Unsecured,4.621,4.621,560.855,BBB+
IQT14356440,8/15/2009,2/14/2005,MI,Senior Secured,4.4,4.4,150,BBB-
IQT14356449,2/15/2012,2/14/2005,MI,Senior Secured,5,5,300,BBB-
IQT14356450,8/15/2016,2/14/2005,MI,Senior Secured,5.5,5.5,350,BBB-
IQT14354958,3/25/2019,2/16/2005,FL,Senior Secured,6.125,6.125,100,BB-
IQT32252431,3/25/2019,2/16/2005,FL,Senior Unsecured,6.125,6.125,100,BB-
IQT225258672,3/25/2019,2/16/2005,FL,Senior Unsecured,6.125,6.125,100,BB-
IQT14354960,3/10/2024,2/16/2005,DE,Senior Secured,5.608,5.608,365,BBB-
IQT32247460,3/10/2024,2/16/2005,DE,Senior Unsecured,5.608,5.608,365,BBB-
IQT14355612,3/1/2035,3/1/2005,SC,Senior Secured,5.25,5.25,100,A-
IQT14355933,3/1/2035,3/7/2005,NY,Senior Unsecured,5.3,5.3,350,A
IQT14355976,3/15/2035,3/8/2005,AL,Senior Unsecured,5.65,5.65,250,A
IQT14356518,4/1/2015,3/17/2005,NC,Senior Secured,5.15,5.15,300,BBB
IQT14356479,4/1/2035,3/17/2005,NC,Senior Secured,5.7,5.7,200,BBB
IQT14356985,5/16/2008,3/21/2005,NY,Senior Unsecured,4.9,4.9,394.88,A
IQT14356655,4/15/2020,3/21/2005,MI,Senior Secured,5.65,5.65,300,BBB-
IQT14356901,4/1/2015,3/28/2005,NY,Senior Unsecured,5.3,5.3,40,A
IQT14356907,4/1/2035,3/29/2005,NY,Senior Unsecured,5.803,5.803,307.2,A
IQT14357121,4/1/2015,4/4/2005,CT,Senior Secured,5,5,100,A-
IQT14357124,4/1/2035,4/4/2005,CT,Senior Secured,5.625,5.625,100,A-
IQT32248127,4/11/2035,4/11/2005,ME,Senior Unsecured,5.78,5.78,25,BBB+
IQT14357445,4/15/2035,4/12/2005,GA,Senior Unsecured,5.8,5.8,125,A
IQT25957131,6/1/2010,5/9/2005,LA,Senior Secured,4.67,4.67,55,BBB
IQT14358629,6/1/2010,5/11/2005,FL,Senior Secured,4.5,4.5,300,BBB
IQT14358604,5/15/2035,5/11/2005,TX,Senior Unsecured,6,6,400,BBB
IQT14358792,5/15/2035,5/16/2005,CA,Senior Secured,5.35,5.35,250,A
IQT14358808,5/15/2011,5/17/2005,OH,Senior Unsecured,4.7,4.7,75,BBB
IQT14358838,6/1/2015,5/17/2005,LA,Senior Secured,5.7,5.7,200,BBB
IQT14358982,6/1/2010,5/19/2005,AR,Senior Secured,4.5,4.5,100,BBB
IQT14360606,10/1/2013,5/23/2005,OH,Senior Secured,5.125,5.125,470,BBB-
IQT44425896,6/1/2035,5/23/2005,WA,Senior Secured,5.483,5.483,250,BBB-
IQT14359120,6/1/2015,5/24/2005,DE,Senior Unsecured,5,5,100,BBB+
IQT14359142,6/1/2035,5/24/2005,DC,Senior Secured,5.4,5.4,175,BBB+
IQT14359472,6/1/2010,6/2/2005,OH,Senior Unsecured,4.4,4.4,150,BBB
IQT14359474,6/1/2017,6/2/2005,OH,Senior Unsecured,5,5,250,BBB
IQT14359481,6/1/2035,6/2/2005,FL,Senior Secured,4.95,4.95,300,A
IQT14359888,6/15/2035,6/8/2005,OR,Senior Secured,5.25,5.25,300,A-
IQT14359987,8/16/2007,6/9/2005,OH,Senior Unsecured,4.709,4.709,345,BBB
IQT14359989,6/15/2012,6/9/2005,NV,Senior Unsecured,7.803,7.803,99.142,B+
IQT14360203,6/10/2035,6/10/2005,ME,Senior Unsecured,5.375,5.375,20,BBB+
IQT14360116,7/1/2010,6/15/2005,LA,Senior Secured,4.98,4.98,30,BBB
IQT14360112,12/15/2010,6/15/2005,VA,Senior Unsecured,4.75,4.75,300,BBB+
IQT44304685,6/15/2035,6/15/2005,VA,Senior Unsecured,5.95,5.95,300,BBB+
IQT14360191,6/22/2015,6/16/2005,OR,Senior Secured,4.7,4.7,40,A+
IQT14360192,6/21/2035,6/16/2005,OR,Senior Secured,5.25,5.25,10,A+
IQT44371448,7/1/2035,6/20/2005,NY,Senior Unsecured,5.25,5.25,125,A
IQT14360331,7/15/2035,6/20/2005,CA,Senior Secured,5.35,5.35,350,BBB+
IQT14360383,3/29/2021,6/21/2005,KS,Senior Unsecured,5.647,5.647,320,BB-
IQT14360389,7/1/2035,6/22/2005,MO,Senior Unsecured,5.8,5.8,40,BBB
IQT14360448,7/1/2035,6/22/2005,NJ,Senior Secured,5.25,5.25,250,BBB
IQT14360460,7/1/2015,6/23/2005,OH,Senior Unsecured,4.9,4.9,150,BBB
IQT14360552,7/1/2035,6/24/2005,MS,Senior Unsecured,5.4,5.4,30,A
IQT14360659,7/15/2015,6/29/2005,LA,Senior Unsecured,4.95,4.95,50,BBB
IQT14361056,7/15/2015,7/11/2005,VA,Senior Unsecured,5.15,5.15,500,BBB+
IQT14361102,8/1/2010,7/12/2005,LA,Senior Secured,5.12,5.12,100,BBB
IQT14361188,7/15/2035,7/14/2005,MN,Senior Secured,5.25,5.25,250,BBB
IQT14544297,2/15/2015,7/18/2005,MI,Senior Unsecured,4.8,4.8,200,BBB+
IQT32246157,2/15/2015,7/18/2005,MI,Senior Unsecured,4.8,4.8,21,BBB
IQT14361370,7/15/2025,7/18/2005,IA,Senior Unsecured,5.5,5.5,50,BBB+
IQT14544298,2/15/2035,7/18/2005,MI,Senior Unsecured,5.45,5.45,199.771,BBB+
IQT14361412,7/18/2035,7/18/2005,ME,Senior Unsecured,5.43,5.43,25,BBB+
IQT14542740,8/16/2007,8/8/2005,MI,Senior Unsecured,5.63,5.63,172.144,BBB
IQT14542165,8/1/2015,8/8/2005,MA,Senior Unsecured,5.24,5.24,50,BBB
IQT14542170,8/15/2015,8/8/2005,MD,Senior Unsecured,5.125,5.125,145,BBB-
IQT14542168,9/15/2035,8/8/2005,MI,Senior Secured,5.8,5.8,175,BBB-
IQT25957132,9/1/2015,8/10/2005,LA,Senior Secured,5.56,5.56,100,BBB
IQT14542312,8/15/2017,8/10/2005,NV,Senior Unsecured,6.75,6.75,225,B-
IQT32257253,9/1/2035,8/10/2005,LA,Senior Secured,6.3,6.3,100,BBB
IQT33873041,9/1/2035,8/10/2005,LA,Senior Unsecured,6.3,6.3,11.77,BBB
IQT14546782,11/1/2014,8/11/2005,SD,Senior Secured,5.875,5.875,225,BB+
IQT14543373,8/15/2015,8/11/2005,PA,Senior Unsecured,5.5,5.5,200,BBB-
IQT14543374,8/15/2035,8/11/2005,PA,Senior Unsecured,6.25,6.25,120,BBB-
IQT14542640,9/1/2035,8/11/2005,FL,Senior Unsecured,5.65,5.65,60,A
IQT45808848,1/15/2015,8/16/2005,NV,Senior Secured,5.875,5.875,250,BB
IQT14543431,9/1/2035,8/17/2005,AZ,Senior Unsecured,5.5,5.5,250,BBB
IQT14544831,8/15/2035,8/23/2005,ID,Senior Secured,5.3,5.3,60,BBB+
IQT14544890,9/1/2020,8/29/2005,WA,Senior Unsecured,5.21,5.21,15,BBB+
IQT14551087,11/15/2014,8/31/2005,MD,Senior Secured,5.35,5.35,175,BBB-
IQT44412321,9/15/2017,9/7/2005,IN,Senior Unsecured,5.25,5.25,450,BBB
IQT14546017,9/15/2020,9/7/2005,IN,Senior Unsecured,5.45,5.45,550,BBB
IQT14546386,9/14/2035,9/8/2005,NJ,Senior Unsecured,5.45,5.45,10,BBB+
IQT14547862,9/1/2035,9/19/2005,FL,Senior Secured,5.4,5.4,300,A
IQT14548206,9/15/2035,9/20/2005,CT,Senior Unsecured,5.63,5.63,20,BBB+
IQT47890639,10/1/2035,9/26/2005,OH,Senior Unsecured,5.8,5.8,250,BBB
IQT14549501,10/5/2035,9/28/2005,NH,Senior Secured,5.6,5.6,50,BBB
IQT44344749,10/1/2037,9/29/2005,MI,Senior Secured,5.7,5.7,250,BBB
IQT44425897,10/1/2015,10/6/2005,WA,Senior Secured,5.197,5.197,150,BBB-
IQT14555552,3/29/2021,10/11/2005,KS,Senior Secured,5.647,5.647,320,BB-
IQT14551240,10/1/2035,10/11/2005,OH,Senior Unsecured,5.85,5.85,250,BBB
IQT32236243,10/15/2015,10/14/2005,WV,Senior Secured,5.375,5.375,70,BBB-
IQT25957133,11/1/2010,10/18/2005,LA,Senior Secured,5.83,5.83,150,BBB
IQT14551850,10/15/2035,10/18/2005,IN,Senior Unsecured,6.12,6.12,350,BBB
IQT14552989,11/1/2035,10/24/2005,IA,Senior Unsecured,5.75,5.75,300,A-
IQT14555515,8/15/2015,10/25/2005,MD,Senior Secured,5.125,5.125,145,BBB-
IQT14552975,11/1/2025,10/25/2005,ME,Senior Unsecured,5.7,5.7,15,BBB+
IQT14552976,10/25/2035,10/25/2005,ME,Senior Unsecured,5.875,5.875,15,BBB+
IQT14553327,10/28/2035,10/28/2005,CT,Senior Unsecured,5.84,5.84,25,BBB+
IQT14553507,11/1/2025,10/31/2005,CT,Senior Secured,5.7778,5.7778,25,BBB+
IQT14554242,2/16/2008,11/7/2005,FL,Senior Unsecured,5.551,5.551,506,A
IQT14554244,11/15/2015,11/8/2005,GA,Senior Unsecured,5.75,5.75,250,A
IQT14554509,11/1/2010,11/10/2005,OH,Senior Unsecured,5.3,5.3,200,BBB
IQT14554825,11/15/2015,11/14/2005,CA,Senior Secured,5.3,5.3,250,A
IQT32233614,12/1/2015,11/14/2005,AL,Senior Unsecured,5.368,5.368,80,BBB+
IQT14554506,12/15/2015,11/14/2005,NY,Senior Unsecured,5.375,5.375,350,A
IQT14554485,11/15/2035,11/14/2005,MO,Senior Unsecured,6.05,6.05,250,BBB
IQT14554487,12/1/2035,11/14/2005,WA,Senior Secured,6.25,6.25,100,BB+
IQT14554648,11/15/2035,11/15/2005,CA,Senior Secured,5.75,5.75,250,A
IQT44353316,12/1/2035,11/22/2005,LA,Senior Unsecured,6.5,6.5,150,BBB
IQT14555409,12/15/2015,11/28/2005,NC,Senior Secured,5.25,5.25,400,BBB
IQT44389418,12/15/2015,11/30/2005,GA,Senior Unsecured,5.25,5.25,250,A
IQT32235727,12/1/2035,11/30/2005,WA,Senior Secured,6.25,6.25,150,BB+
IQT14555630,12/5/2035,11/30/2005,NY,Senior Unsecured,5.84,5.84,24,A
IQT14556140,12/1/2015,12/7/2005,OH,Senior Unsecured,5.65,5.65,125,BBB
IQT14556332,12/15/2015,12/8/2005,MI,Senior Unsecured,6.875,6.875,125,B+
IQT32256341,2/1/2011,12/9/2005,TX,Senior Unsecured,4.84,4.84,250,BBB
IQT32247322,12/15/2015,12/20/2005,PA,Senior Unsecured,4.95,4.95,0,A-
IQT14557546,12/1/2035,12/20/2005,CT,Senior Secured,5.772,5.772,20,BBB+
IQT14558118,1/15/2016,1/4/2006,OK,Senior Unsecured,5.15,5.15,110,BBB+
IQT14558119,1/15/2036,1/4/2006,OK,Senior Unsecured,5.75,5.75,110,BBB+
IQT14558600,1/15/2016,1/10/2006,NC,Senior Unsecured,5.625,5.625,300,BBB-
IQT14558617,1/15/2016,1/10/2006,VA,Senior Unsecured,5.4,5.4,450,BBB
IQT14558618,1/15/2036,1/10/2006,VA,Senior Unsecured,6,6,550,BBB
IQT14558712,1/15/2016,1/11/2006,AL,Senior Unsecured,5.2,5.2,200,A
IQT14558988,2/1/2016,1/11/2006,MS,Senior Secured,5.92,5.92,100,BBB
IQT14558989,3/15/2016,1/11/2006,NV,Senior Unsecured,5.95,5.95,210,BB
IQT14558711,2/1/2037,1/11/2006,FL,Senior Secured,5.65,5.65,400,A
IQT25629006,2/1/2036,1/24/2006,CA,Senior Secured,5.625,5.625,350,BBB+
IQT32251297,2/1/2036,1/24/2006,CA,Senior Secured,5.625,5.625,5,BBB+
IQT25790110,1/15/2016,1/27/2006,ME,Senior Unsecured,5.3,5.3,30,BBB+
IQT32247603,2/1/2016,1/30/2006,ME,Senior Unsecured,5.27,5.27,10,BBB+
IQT25756976,2/1/2011,2/1/2006,AL,Senior Unsecured,5.1,5.1,200,A
IQT26163571,3/15/2036,2/27/2006,IL,Senior Secured,5.9,5.9,325,A-
IQT32238600,3/15/2036,2/27/2006,IL,Senior Secured,5.9,5.9,74.75,BBB+
IQT26267544,3/15/2036,3/6/2006,NY,Senior Unsecured,5.85,5.85,400,A
IQT26281877,3/10/2016,3/7/2006,OH,Senior Unsecured,5.75,5.75,50,BBB
IQT26281878,3/10/2036,3/7/2006,OH,Senior Unsecured,6.2,6.2,65,BBB
IQT26349637,3/15/2036,3/13/2006,MA,Senior Unsecured,5.75,5.75,200,A
IQT26759674,8/15/2017,3/14/2006,NV,Senior Unsecured,6.75,6.75,225,B+
IQT26441834,5/15/2016,3/20/2006,NV,Senior Unsecured,6,6,300,BB
IQT26441846,4/1/2036,3/21/2006,IA,Senior Unsecured,6.125,6.125,1700,BBB+
IQT26477482,3/31/2036,3/22/2006,MI,Senior Unsecured,6.125,6.125,100,BBB+
IQT26553839,4/1/2036,3/29/2006,NV,Senior Unsecured,6.65,6.65,250,BB
IQT26627947,4/1/2011,4/5/2006,OH,Senior Unsecured,5.55,5.55,250,BBB
IQT26627948,4/1/2036,4/5/2006,OH,Senior Unsecured,6.375,6.375,250,BBB
IQT42778395,4/1/2036,4/5/2006,OH,Senior Unsecured,6.375,6.375,20.47,BBB
IQT26836329,6/1/2036,4/19/2006,FL,Senior Unsecured,6.2,6.2,300,A
IQT27475304,11/15/2035,4/20/2006,MO,Senior Unsecured,6.05,6.05,250,BBB
IQT27160928,5/15/2018,5/9/2006,NV,Senior Unsecured,6.5,6.5,250,B+
IQT40601152,5/15/2036,5/9/2006,OH,Senior Unsecured,6.4,6.4,200,BBB+
IQT27259605,5/1/2016,5/15/2006,TX,Senior Unsecured,6.15,6.15,325,BBB
IQT27286990,6/1/2036,5/17/2006,MI,Senior Secured,6.625,6.625,250,BBB
IQT27287387,6/1/2036,5/18/2006,MN,Senior Secured,6.25,6.25,400,BBB
IQT27305429,6/15/2013,5/19/2006,CA,Senior Unsecured,7.5,7.5,500,B+
IQT32243097,6/15/2013,5/19/2006,CA,Senior Unsecured,7.5,7.5,500,B+
IQT27305430,6/15/2016,5/19/2006,CA,Senior Unsecured,7.75,7.75,500,B+
IQT32252675,6/15/2016,5/19/2006,CA,Senior Unsecured,7.75,7.75,500,B+
IQT27345194,6/1/2016,5/23/2006,MI,Senior Unsecured,6.35,6.35,300,BBB
IQT27475254,6/1/2036,6/1/2006,CT,Senior Unsecured,6.35,6.35,250,BBB+
IQT27524606,6/1/2026,6/5/2006,CA,Senior Secured,6,6,250,A+
IQT27541720,6/15/2016,6/6/2006,IN,Senior Unsecured,6.05,6.05,325,BBB
IQT27524628,6/1/2036,6/6/2006,MO,Senior Secured,6.15,6.15,55,A
IQT27563867,6/1/2016,6/7/2006,OH,Senior Unsecured,6,6,350,BBB
IQT27612918,6/15/2036,6/12/2006,NY,Senior Unsecured,6.2,6.2,400,A
IQT27734482,7/1/2036,6/20/2006,SC,Senior Secured,6.25,6.25,125,A-
IQT27749772,7/15/2016,6/21/2006,OH,Senior Unsecured,6.4,6.4,250,BBB
IQT27749773,7/15/2036,6/21/2006,OH,Senior Unsecured,6.875,6.875,350,BBB-
IQT27767943,6/15/2036,6/23/2006,WA,Senior Unsecured,6.724,6.724,250,BBB-
IQT27824352,7/15/2016,6/27/2006,GA,Senior Unsecured,6.375,6.375,175,A
IQT28536195,3/31/2009,6/30/2006,OH,Senior Unsecured,8,8,175,BB
IQT28235626,7/15/2036,7/18/2006,ME,Senior Unsecured,6.75,6.75,250,BBB
IQT28505056,8/1/2016,7/31/2006,AZ,Senior Unsecured,6.25,6.25,250,BBB-
IQT28505057,8/1/2036,7/31/2006,AZ,Senior Unsecured,6.875,6.875,150,BBB-
IQT28622007,8/15/2011,8/3/2006,HI,Senior Unsecured,6.141,6.141,100,BBB
IQT28602532,8/1/2016,8/7/2006,OH,Senior Unsecured,6.15,6.15,150,BBB
IQT28602501,8/1/2036,8/7/2006,OR,Senior Unsecured,6.1,6.1,350,A-
IQT28637733,8/15/2016,8/9/2006,PA,Senior Unsecured,5.875,5.875,145,BB+
IQT28685989,9/1/2011,8/15/2006,FL,Senior Unsecured,5.625,5.625,600,A
IQT28770642,8/15/2016,8/21/2006,IL,Senior Secured,5.95,5.95,300,BBB+
IQT29777381,3/15/2016,9/6/2006,NV,Senior Unsecured,5.95,5.95,210,BB
IQT29703159,5/15/2016,9/6/2006,NV,Senior Unsecured,6,6,300,BB
IQT28969973,9/1/2016,9/6/2006,SD,Senior Secured,6.04,6.04,150,BB+
IQT32245303,9/1/2016,9/6/2006,SD,Senior Secured,6.04,6.04,10.545,BB+
IQT29777386,5/15/2018,9/6/2006,NV,Senior Unsecured,6.5,6.5,325,BB
IQT29777376,4/1/2036,9/6/2006,NV,Senior Unsecured,6.65,6.65,370,BB
IQT32247854,4/1/2036,9/6/2006,NV,Senior Secured,6.65,6.65,370,BB
IQT29685499,4/1/2036,9/11/2006,IA,Senior Unsecured,6.125,6.125,1696.99,BBB+
IQT29069308,3/15/2017,9/13/2006,WV,Senior Unsecured,5.7,5.7,150,BBB-
IQT44425899,3/15/2037,9/13/2006,WA,Senior Unsecured,6.274,6.274,300,BBB-
IQT29177063,10/1/2036,9/18/2006,PA,Senior Secured,5.95,5.95,300,BBB+
IQT29195444,9/15/2016,9/20/2006,NY,Senior Unsecured,5.5,5.5,400,A
IQT29378383,10/1/2036,10/2/2006,IN,Senior Unsecured,6.05,6.05,158.8,BBB-
IQT32241009,10/1/2036,10/2/2006,IN,Senior Secured,6.05,6.05,12,BB+
IQT29409887,10/1/2016,10/3/2006,TX,Senior Unsecured,5.6,5.6,200,BBB
IQT29409891,10/1/2036,10/3/2006,TX,Senior Unsecured,6,6,250,BBB
IQT29409912,10/15/2036,10/3/2006,IA,Senior Unsecured,5.8,5.8,350,A-
IQT29427783,9/30/2016,10/4/2006,MI,Senior Unsecured,5.875,5.875,255,BBB-
IQT29427791,10/1/2016,10/4/2006,NY,Senior Unsecured,5.45,5.45,75,A
IQT29427784,9/30/2036,10/4/2006,MI,Senior Unsecured,6.375,6.375,255,BBB-
IQT30187520,6/15/2013,10/12/2006,CA,Senior Unsecured,7.5,7.5,500,BB-
IQT30187518,6/15/2016,10/12/2006,CA,Senior Unsecured,7.75,7.75,500,BB-
IQT29553751,10/1/2016,10/12/2006,MD,Senior Unsecured,5.9,5.9,300,BBB+
IQT29553753,10/1/2036,10/12/2006,MD,Senior Unsecured,6.35,6.35,400,BBB+
IQT32233526,10/15/2016,10/16/2006,MD,Senior Secured,5.8,5.8,20,BB+
IQT30291969,5/15/2036,10/16/2006,OH,Senior Unsecured,6.4,6.4,200,BBB+
IQT29639646,10/15/2016,10/17/2006,MD,Senior Unsecured,5.8,5.8,100,BBB-
IQT32241527,10/15/2016,10/23/2006,MD,Senior Secured,5.8,5.8,100,BB+
IQT30133596,11/15/2016,11/9/2006,VA,Senior Unsecured,5.6,5.6,250,BBB
